0.500000	0.000000
0.504040	0.000000
0.508081	0.000000
0.512121	0.000000
0.516162	0.000000
0.520202	0.000000
0.524243	0.000000
0.528283	0.000000
0.532323	0.000000
0.536364	0.000000
0.540404	0.000000
0.544445	0.000000
0.548485	0.000000
0.552525	0.000000
0.556566	0.000000
0.560606	0.005393
0.564647	0.000000
0.568687	0.005416
0.572728	0.024577
0.576768	0.046700
0.580808	0.040926
0.584849	0.084892
0.588889	0.059802
0.592930	0.144375
0.596970	0.201304
0.601011	0.280290
0.605051	0.349882
0.609091	0.377594
0.613132	0.429549
0.617172	0.469574
0.621213	0.507054
0.625253	0.506569
0.629293	0.535982
0.633334	0.562014
0.637374	0.563588
0.641415	0.584202
0.645455	0.595776
0.649496	0.595418
0.653536	0.608329
0.657576	0.617676
0.661617	0.627091
0.665657	0.634292
0.669698	0.642649
0.673738	0.644419
0.677778	0.653090
0.681819	0.659473
0.685859	0.666142
0.689900	0.672068
0.693940	0.676735
0.697981	0.680408
0.702021	0.686991
0.706061	0.691563
0.710102	0.696029
0.714142	0.700151
0.718183	0.707308
0.722223	0.713586
0.726264	0.716634
0.730304	0.721840
0.734344	0.726939
0.738385	0.730528
0.742425	0.735097
0.746466	0.739636
0.750506	0.744442
0.754546	0.749508
0.758587	0.752608
0.762627	0.758350
0.766668	0.761080
0.770708	0.766502
0.774749	0.771549
0.778789	0.775281
0.782829	0.779187
0.786870	0.783858
0.790910	0.788529
0.794951	0.793091
0.798991	0.796749
0.803032	0.800478
0.807072	0.805367
0.811112	0.808925
0.815153	0.814292
0.819193	0.817702
0.823234	0.821700
0.827274	0.826347
0.831314	0.830487
0.835355	0.834729
0.839395	0.838578
0.843436	0.841016
0.847476	0.846753
0.851517	0.850511
0.855557	0.854875
0.859597	0.858929
0.863638	0.862996
0.867678	0.866054
0.871719	0.871554
0.875759	0.874849
0.879799	0.879390
0.883840	0.883065
0.887880	0.887189
0.891921	0.891408
0.895961	0.895392
0.900002	0.899908
