0	0
36798	1
8073	2
4664	3
3094	4
2185	5
1605	6
1222	7
1011	8
837	9
672	10
569	11
477	12
398	13
391	14
277	15
304	16
287	17
236	18
199	19
199	20
181	21
167	22
153	23
143	24
125	25
134	26
123	27
101	28
119	29
104	30
105	31
93	32
64	33
77	34
85	35
79	36
58	37
69	38
52	39
66	40
62	41
57	42
55	43
41	44
31	45
42	46
44	47
44	48
48	49
33	50
34	51
27	52
32	53
36	54
39	55
33	56
32	57
30	58
32	59
40	60
37	61
32	62
29	63
26	64
21	65
23	66
22	67
26	68
23	69
22	70
26	71
25	72
26	73
12	74
17	75
15	76
16	77
20	78
17	79
16	80
16	81
19	82
15	83
18	84
14	85
11	86
19	87
13	88
14	89
7	90
13	91
14	92
16	93
8	94
15	95
18	96
8	97
11	98
11	99
17	100
18	101
11	102
10	103
12	104
12	105
12	106
13	107
15	108
13	109
7	110
8	111
15	112
10	113
11	114
8	115
10	116
12	117
8	118
4	119
10	120
8	121
10	122
7	123
13	124
8	125
7	126
5	127
14	128
10	129
12	130
8	131
5	132
8	133
8	134
4	135
9	136
6	137
2	138
10	139
5	140
7	141
4	142
8	143
7	144
5	145
5	146
9	147
5	148
7	149
5	150
12	151
9	152
7	153
12	154
6	155
5	156
7	157
4	158
5	159
6	160
3	161
11	162
5	163
7	164
5	165
5	166
10	167
6	168
2	169
12	170
4	171
8	172
3	173
4	174
5	175
3	176
8	177
2	178
9	179
5	180
1	181
4	182
3	183
5	184
1	185
6	186
3	187
9	188
2	189
2	190
3	191
8	192
4	193
1	194
6	195
6	196
2	197
3	198
3	199
2	200
2	201
5	202
7	203
5	204
5	205
3	206
3	207
7	208
4	209
6	210
4	211
0	212
0	213
1	214
1	215
5	216
0	217
2	218
7	219
1	220
5	221
2	222
2	223
5	224
4	225
3	226
3	227
0	228
2	229
2	230
5	231
5	232
3	233
2	234
4	235
4	236
2	237
4	238
1	239
4	240
2	241
3	242
2	243
3	244
6	245
1	246
4	247
1	248
1	249
1	250
3	251
1	252
1	253
2	254
2	255
1	256
1	257
2	258
4	259
1	260
3	261
0	262
1	263
1	264
2	265
5	266
2	267
5	268
0	269
2	270
2	271
2	272
3	273
1	274
5	275
1	276
3	277
1	278
3	279
1	280
2	281
3	282
3	283
2	284
3	285
2	286
3	287
2	288
1	289
0	290
2	291
1	292
3	293
1	294
4	295
0	296
1	297
0	298
1	299
1	300
4	301
1	302
2	303
0	304
4	305
3	306
2	307
2	308
1	309
0	310
0	311
3	312
3	313
2	314
0	315
5	316
4	317
1	318
0	319
2	320
0	321
0	322
2	323
4	324
1	325
2	326
0	327
2	328
1	329
1	330
1	331
0	332
1	333
1	334
0	335
1	336
2	337
2	338
1	339
1	340
4	341
3	342
2	343
0	344
3	345
1	346
2	347
1	348
2	349
4	350
1	351
1	352
1	353
1	354
0	355
4	356
2	357
2	358
0	359
0	360
0	361
1	362
1	363
1	364
3	365
1	366
1	367
2	368
0	369
0	370
1	371
0	372
1	373
1	374
5	375
0	376
0	377
1	378
2	379
2	380
1	381
1	382
1	383
1	384
2	385
1	386
1	387
3	388
1	389
1	390
1	391
1	392
0	393
1	394
1	395
1	396
1	397
0	398
2	399
1	400
0	401
2	402
2	403
1	404
0	405
1	406
3	407
1	408
1	409
2	410
0	411
3	412
0	413
1	414
2	415
1	416
1	417
1	418
4	419
2	420
3	421
4	422
1	423
0	424
0	425
1	426
1	427
1	428
3	429
0	430
1	431
2	432
1	433
3	434
2	435
2	436
2	437
2	438
0	439
